Rk,Year,Conference,Schs,W,L,T,Pct,W,L,T,Pct,SRS,SOS,AP,Champion,Notes
1,2019,ACC,14,97,84,0,0.536,4,7,0,0.364,2.03,0.94,1,Clemson,
2,2018,ACC,14,100,80,0,0.556,6,5,0,0.545,4.59,2.74,2,Clemson,
3,2017,ACC,14,100,78,0,0.562,4,6,0,0.4,7.98,5.03,4,Clemson,
4,2016,ACC,14,108,74,0,0.593,9,3,0,0.75,6.39,3.13,5,Clemson,
5,2015,ACC,14,98,82,0,0.544,4,6,0,0.4,5.03,2.76,3,Clemson,
6,2014,ACC,14,103,78,0,0.569,4,7,0,0.364,5.67,2.94,4,Florida State,
7,2013,ACC,14,103,78,0,0.569,5,6,0,0.455,5.03,2.62,3,Florida State,
8,2012,ACC,12,80,72,0,0.526,4,2,0,0.667,1.92,0.8,2,Florida State,
9,2011,ACC,12,82,72,0,0.532,2,6,0,0.25,1.67,0.37,3,Clemson,
10,2010,ACC,12,83,72,0,0.535,4,5,0,0.444,4.75,2.87,4,Virginia Tech,
11,2009,ACC,12,82,71,0,0.536,3,4,0,0.429,5.36,3.49,4,Georgia Tech,record adjusted to 73-71-0 by NCAA
12,2008,ACC,12,90,66,0,0.577,4,6,0,0.4,5.41,2.96,3,Virginia Tech,record adjusted to 82-66-0 by NCAA
13,2007,ACC,12,84,70,0,0.545,2,6,0,0.25,3.76,2.3,3,Virginia Tech,record adjusted to 77-70-0 by NCAA
14,2006,ACC,12,82,72,0,0.532,4,4,0,0.5,2.32,1.13,3,Wake Forest,record adjusted to 77-72-0 by NCAA
15,2005,ACC,12,81,61,0,0.57,5,3,0,0.625,6.93,4.81,5,Florida State,
16,2004,ACC,11,71,57,0,0.555,3,3,0,0.5,7.27,4.83,4,Virginia Tech,
17,2003,ACC,9,63,51,0,0.553,5,1,0,0.833,7.04,4.75,3,Florida State,
18,2002,ACC,9,66,53,0,0.555,4,3,0,0.571,5.56,3.67,4,Florida State,
19,2001,ACC,9,59,49,0,0.546,4,2,0,0.667,3.41,2.61,3,Maryland,
20,2000,ACC,9,56,49,0,0.533,1,4,0,0.2,2.97,2.28,3,Florida State,
21,1999,ACC,9,57,48,0,0.543,2,3,0,0.4,4.36,3.2,2,Florida State,
22,1998,ACC,9,57,48,0,0.543,2,3,0,0.4,3.06,2.1,3,Florida State Georgia Tech,
23,1997,ACC,9,58,45,0,0.563,3,1,0,0.75,6.5,4.31,3,Florida State,
24,1996,ACC,9,51,52,0,0.495,1,3,0,0.25,2.6,3.02,2,Florida State,
25,1995,ACC,9,53,51,0,0.51,3,1,0,0.75,0.89,0.37,2,Florida State Virginia,
26,1994,ACC,9,57,46,1,0.553,3,2,0,0.6,2.93,1.82,3,Florida State,
27,1993,ACC,9,57,49,0,0.538,2,3,0,0.4,2.54,1.96,3,Florida State,
28,1992,ACC,9,59,44,1,0.572,3,1,0,0.75,5.49,2.96,4,Florida State,
29,1991,ACC,8,50,40,3,0.554,1,3,0,0.25,2.18,0.72,2,Clemson,
30,1990,ACC,8,55,35,3,0.608,3,1,1,0.7,7.61,3.79,3,Georgia Tech,
31,1989,ACC,8,48,43,2,0.527,1,3,0,0.25,3.6,2.54,2,Duke Virginia,
32,1988,ACC,8,47,40,3,0.539,2,0,0,1,3.14,2.09,1,Clemson,
33,1987,ACC,8,45,45,0,0.5,2,0,0,1,2.56,2.68,1,Clemson,
34,1986,ACC,8,45,40,6,0.527,1,2,0,0.333,1.61,0.6,1,Clemson,
35,1985,ACC,8,46,44,1,0.511,2,1,0,0.667,3.07,2.47,2,Maryland,
36,1984,ACC,8,46,40,4,0.533,2,0,0,1,3.86,3.04,2,Maryland,
37,1983,ACC,8,44,45,1,0.494,0,2,0,0,4.37,3.98,1,Maryland,
38,1982,ACC,7,42,36,1,0.538,1,1,0,0.5,6.1,3.96,3,Clemson,
39,1981,ACC,7,41,37,1,0.525,2,0,0,1,6.87,6.16,2,Clemson,
40,1980,ACC,7,42,37,0,0.532,1,1,0,0.5,6.25,5.7,1,North Carolina,
41,1979,ACC,7,46,32,2,0.588,1,2,0,0.333,10.02,7,1,North Carolina State,
42,1978,ACC,7,41,39,0,0.513,2,1,0,0.667,4.32,4.69,3,Clemson,
43,1977,ACC,7,39,39,3,0.5,2,2,0,0.5,6.31,6.49,2,North Carolina,
44,1976,ACC,7,38,37,4,0.506,0,2,0,0,4.74,5.77,1,Maryland,
45,1975,ACC,7,29,45,5,0.399,1,1,0,0.5,-1.12,2.61,1,Maryland,
46,1974,ACC,7,42,37,1,0.531,0,2,1,0.167,6.86,5.97,2,Maryland,
47,1973,ACC,7,33,44,2,0.43,1,1,0,0.5,0.64,2.98,2,North Carolina State,
48,1972,ACC,7,39,38,2,0.506,2,0,0,1,2.19,3.23,2,North Carolina,
49,1971,ACC,7,34,44,0,0.436,0,1,0,0,-1.46,0.69,0,North Carolina,
50,1970,ACC,8,37,50,2,0.427,0,1,0,0,-2.2,0.32,0,Wake Forest,
51,1969,ACC,8,31,48,2,0.395,0,1,0,0,-6.67,-2.31,0,South Carolina,
52,1968,ACC,8,32,46,2,0.413,0,0,0,,2.17,4.35,0,North Carolina State,
53,1967,ACC,8,35,45,0,0.438,1,0,0,1,0.47,2.94,0,Clemson,
54,1966,ACC,8,30,50,0,0.375,0,0,0,,0.13,4.29,0,Clemson,
55,1965,ACC,8,37,43,0,0.463,0,0,0,,2.46,4.33,0,Clemson North Carolina State,
56,1964,ACC,8,35,42,3,0.456,0,0,0,,0.18,1.72,0,North Carolina State,
57,1963,ACC,8,34,44,4,0.439,1,1,0,0.5,0.01,2.68,0,North Carolina North Carolina State,
58,1962,ACC,8,35,43,2,0.45,0,0,0,,-0.65,0.77,0,Duke,
59,1961,ACC,8,40,40,0,0.5,0,0,0,,4.3,4.59,1,Duke,
60,1960,ACC,8,34,45,2,0.432,1,0,0,1,-4.87,-2.03,1,Duke,
61,1959,ACC,8,36,45,0,0.444,1,0,0,1,-0.46,1.6,1,Clemson,
62,1958,ACC,8,36,44,1,0.451,0,1,0,0,-0.43,1.25,2,Clemson,
63,1957,ACC,8,39,37,5,0.512,0,1,0,0,6.14,5.78,2,North Carolina State,
64,1956,ACC,8,31,42,8,0.432,0,1,0,0,2,3.72,1,Clemson,
65,1955,ACC,8,40,37,3,0.519,0,1,0,0,0.85,0.83,1,Duke Maryland,
66,1954,ACC,8,37,39,4,0.488,1,0,0,1,3.65,3.29,2,Duke,
67,1953,ACC,7,35,32,3,0.521,0,1,0,0,0.12,-1.67,2,Duke Maryland,
1,2019,AAC,12,87,66,0,0.569,4,3,0,0.571,2.92,0.96,4,Memphis,
2,2018,AAC,12,76,77,0,0.497,2,5,0,0.286,-2.71,-2.63,2,UCF,
3,2017,AAC,12,78,71,0,0.523,4,3,0,0.571,-0.25,-0.74,3,UCF,
4,2016,AAC,12,82,71,0,0.536,2,5,0,0.286,-0.65,-1.86,1,Temple,
5,2015,AAC,12,80,74,0,0.519,2,6,0,0.25,-0.88,-1.19,2,Houston,
6,2014,AAC,11,62,75,0,0.453,2,3,0,0.4,-5.35,-3.25,1,UCF Cincinnati Memphis,
7,2013,AAC,10,62,63,0,0.496,2,3,0,0.4,-3.26,-3.33,2,UCF,
1,2019,Big 12,10,71,57,0,0.555,1,5,0,0.167,5.84,3.45,3,Oklahoma,
2,2018,Big 12,10,72,56,0,0.563,4,3,0,0.571,6.52,4.07,3,Oklahoma,
3,2017,Big 12,10,71,59,0,0.546,5,3,0,0.625,5.97,3.65,3,Oklahoma,
4,2016,Big 12,10,68,58,0,0.54,4,2,0,0.667,3.74,1.86,3,Oklahoma,
5,2015,Big 12,10,71,56,0,0.559,3,4,0,0.429,4.7,2.78,4,Oklahoma,
6,2014,Big 12,10,69,58,0,0.543,2,5,0,0.286,5.1,3.41,3,Baylor Texas Christian,
7,2013,Big 12,10,70,56,0,0.556,3,3,0,0.5,5.57,3.11,3,Baylor,
8,2012,Big 12,10,75,54,0,0.581,4,5,0,0.444,8.37,5.1,3,Kansas State Oklahoma,
9,2011,Big 12,10,78,50,0,0.609,6,2,0,0.75,10.5,7.02,4,Oklahoma State,
10,2010,Big 12,12,92,62,0,0.597,3,5,0,0.375,6.25,3.09,5,Oklahoma,
11,2009,Big 12,12,88,66,0,0.571,4,4,0,0.5,5.33,2.25,3,Texas,
12,2008,Big 12,12,91,62,0,0.595,4,3,0,0.571,7.96,3.96,5,Oklahoma,
13,2007,Big 12,12,90,64,0,0.584,5,3,0,0.625,5.67,2.62,5,Oklahoma,
14,2006,Big 12,12,85,69,0,0.552,3,5,0,0.375,3.21,0.88,2,Oklahoma,
15,2005,Big 12,12,85,57,0,0.599,5,3,0,0.625,6.2,3.03,4,Texas,
16,2004,Big 12,12,81,60,0,0.574,4,3,0,0.571,7.02,4.69,3,Oklahoma,
17,2003,Big 12,12,88,67,0,0.568,2,6,0,0.25,5.29,2.88,4,Kansas State,
18,2002,Big 12,12,90,67,0,0.573,5,3,0,0.625,6.12,3.22,4,Oklahoma,
19,2001,Big 12,12,85,59,0,0.59,3,5,0,0.375,6.46,3.56,4,Colorado,
20,2000,Big 12,12,81,62,0,0.566,4,3,0,0.571,6.42,3.96,5,Oklahoma,
21,1999,Big 12,12,79,63,0,0.556,3,3,0,0.5,4.06,2.02,4,Nebraska,
22,1998,Big 12,12,82,61,0,0.573,3,4,0,0.429,8.03,5.24,5,Texas A&M,
23,1997,Big 12,12,75,65,0,0.536,2,3,0,0.4,2.15,1.48,5,Nebraska,record adjusted to 77-63-0 by NCAA
24,1996,Big 12,12,74,66,0,0.529,2,3,0,0.4,5.33,3.94,4,Texas,
1,2019,Big Ten,14,102,77,0,0.57,4,5,0,0.444,7.2,4.51,6,Ohio State,
2,2018,Big Ten,14,97,82,0,0.542,5,4,0,0.556,6.16,4.42,5,Ohio State,
3,2017,Big Ten,14,103,75,0,0.579,7,1,0,0.875,9.26,6.74,5,Ohio State,
4,2016,Big Ten,14,99,81,0,0.55,3,7,0,0.3,5.13,3.6,4,Penn State,
5,2015,Big Ten,14,105,75,0,0.583,5,5,0,0.5,6.34,4.02,6,Michigan State,
6,2014,Big Ten,14,105,76,0,0.58,6,5,0,0.545,4.52,2.29,3,Ohio State,
7,2013,Big Ten,12,88,65,0,0.575,2,5,0,0.286,5.05,2.22,3,Michigan State,
8,2012,Big Ten,12,85,68,0,0.556,2,5,0,0.286,3.74,1.82,4,Wisconsin,
9,2011,Big Ten,12,88,68,0,0.564,4,6,0,0.4,4.42,1.85,4,Wisconsin,
10,2010,Big Ten,11,82,58,0,0.586,3,5,0,0.375,4.31,1.31,3,Michigan State Ohio State Wisconsin,record adjusted to 70-57-0 by NCAA
11,2009,Big Ten,11,80,59,0,0.576,4,3,0,0.571,3.54,0.82,4,Ohio State,
12,2008,Big Ten,11,77,62,0,0.554,1,6,0,0.143,4.22,1.84,4,Ohio State Penn State,
13,2007,Big Ten,11,82,58,0,0.586,3,5,0,0.375,3.42,0.03,4,Ohio State,
14,2006,Big Ten,11,79,61,0,0.564,2,5,0,0.286,3.37,0.91,4,Ohio State,
15,2005,Big Ten,11,75,54,0,0.581,3,4,0,0.429,9.67,6.79,3,Ohio State Penn State,
16,2004,Big Ten,11,71,58,0,0.55,3,3,0,0.5,5.55,3.39,4,Iowa Michigan,
17,2003,Big Ten,11,77,63,0,0.55,3,5,0,0.375,5.83,3.91,5,Michigan,
18,2002,Big Ten,11,82,59,0,0.582,5,2,0,0.714,5.88,3.42,4,Iowa Ohio State,
19,2001,Big Ten,11,68,60,0,0.531,2,4,0,0.333,5.79,4.33,2,Illinois,
20,2000,Big Ten,11,69,61,0,0.531,2,4,0,0.333,4.99,3.73,3,Michigan Northwestern Purdue,
21,1999,Big Ten,11,77,53,0,0.592,5,2,0,0.714,8.4,5.33,7,Wisconsin,
22,1998,Big Ten,11,74,56,0,0.569,5,0,0,1,6.74,4.37,5,Michigan Ohio State Wisconsin,
23,1997,Big Ten,11,72,60,0,0.545,2,5,0,0.286,4.8,3.15,4,Michigan,
24,1996,Big Ten,11,74,56,0,0.569,4,3,0,0.571,7.94,5.58,5,Northwestern Ohio State,
25,1995,Big Ten,11,71,53,5,0.57,2,4,0,0.333,11.2,8.81,5,Northwestern,
26,1994,Big Ten,11,69,53,5,0.563,4,1,0,0.8,10.05,7.14,3,Penn State,record adjusted to 68-54-5 by NCAA
27,1993,Big Ten,11,70,56,2,0.555,4,3,0,0.571,7.5,5.93,4,Ohio State Wisconsin,
28,1992,Big Ten,10,52,57,5,0.478,1,2,0,0.333,3.1,3.75,2,Michigan,
29,1991,Big Ten,10,58,55,2,0.513,1,3,1,0.3,3.2,3,2,Michigan,
30,1990,Big Ten,10,57,56,3,0.504,2,4,0,0.333,5.47,4.89,4,Illinois Iowa Michigan Michigan State,
31,1989,Big Ten,10,57,57,0,0.5,2,2,0,0.5,2.68,3.09,4,Michigan,
32,1988,Big Ten,10,48,57,11,0.461,2,3,0,0.4,1.73,2.89,2,Michigan,
33,1987,Big Ten,10,58,52,5,0.526,3,1,0,0.75,3.36,3.07,3,Michigan State,
34,1986,Big Ten,10,62,56,0,0.525,2,3,0,0.4,4.39,3.34,3,Michigan Ohio State,
35,1985,Big Ten,10,66,48,2,0.578,3,3,0,0.5,7.63,5.37,3,Iowa,
36,1984,Big Ten,10,56,59,2,0.487,1,5,0,0.167,2.86,3.34,2,Ohio State,
37,1983,Big Ten,10,57,55,2,0.509,1,3,0,0.25,3.99,4.72,4,Illinois,
38,1982,Big Ten,10,55,60,0,0.478,3,2,0,0.6,4.46,5.16,1,Michigan,
39,1981,Big Ten,10,59,55,0,0.518,2,2,0,0.5,4.53,4.92,3,Iowa Ohio State,
40,1980,Big Ten,10,53,59,1,0.473,2,1,0,0.667,4.87,5.81,3,Michigan,
41,1979,Big Ten,10,58,54,2,0.518,2,2,0,0.5,7.09,6.9,4,Ohio State,
42,1978,Big Ten,10,51,55,7,0.482,1,2,0,0.333,4.79,5.81,3,Michigan Michigan State,
43,1977,Big Ten,10,56,55,2,0.504,0,3,0,0,6.44,6.74,2,Michigan Ohio State,record adjusted to 57-54-2 by NCAA
44,1976,Big Ten,10,55,55,2,0.5,1,1,0,0.5,7.84,7.95,2,Michigan Ohio State,
45,1975,Big Ten,10,53,55,4,0.491,0,2,0,0,5.93,6.48,2,Ohio State,
46,1974,Big Ten,10,55,53,3,0.509,0,1,0,0,7.27,7.24,3,Michigan Ohio State,
47,1973,Big Ten,10,52,56,2,0.482,1,0,0,1,10.29,10.19,2,Michigan Ohio State,
48,1972,Big Ten,10,51,57,2,0.473,0,1,0,0,5.99,6.95,2,Michigan Ohio State,
49,1971,Big Ten,10,50,58,1,0.463,0,1,0,0,4.93,5.63,1,Michigan,
50,1970,Big Ten,10,46,51,3,0.475,0,1,0,0,8.38,9.16,2,Ohio State,
51,1969,Big Ten,10,47,52,1,0.475,0,1,0,0,5.79,6.93,3,Michigan Ohio State,
52,1968,Big Ten,10,50,50,0,0.5,1,0,0,1,7.19,7.85,3,Ohio State,
53,1967,Big Ten,10,46,52,2,0.47,0,1,0,0,3.68,4.64,2,Indiana Minnesota Purdue,
54,1966,Big Ten,10,45,50,5,0.475,1,0,0,1,3.11,4.36,2,Michigan State,
55,1965,Big Ten,10,48,49,3,0.495,0,1,0,0,10.05,10.08,1,Michigan State,
56,1964,Big Ten,10,48,43,0,0.527,1,0,0,1,12.25,11.79,2,Michigan,
57,1963,Big Ten,10,46,37,7,0.55,1,0,0,1,12.14,10.73,2,Illinois,
58,1962,Big Ten,10,47,42,2,0.527,0,1,0,0,14.1,12.19,2,Wisconsin,
59,1961,Big Ten,10,52,38,1,0.577,1,0,0,1,11.51,8.95,4,Ohio State,
60,1960,Big Ten,10,53,36,2,0.593,0,1,0,0,16.28,12.65,5,Iowa Minnesota,
61,1959,Big Ten,10,46,40,5,0.533,0,1,0,0,10.78,9.42,2,Wisconsin,
62,1958,Big Ten,10,47,35,9,0.566,1,0,0,1,13.1,10.84,4,Iowa,
63,1957,Big Ten,10,49,40,2,0.549,1,0,0,1,10.6,8.65,4,Ohio State,
64,1956,Big Ten,10,48,33,10,0.582,1,0,0,1,12.49,9.61,5,Iowa,
65,1955,Big Ten,10,46,41,4,0.527,1,0,0,1,7.41,6.74,3,Ohio State,
66,1954,Big Ten,10,49,41,1,0.544,1,0,0,1,13.25,10.84,3,Ohio State,
67,1953,Big Ten,10,50,37,4,0.571,1,0,0,1,13.76,11.73,5,Illinois Michigan State,
68,1952,Big Ten,9,35,41,6,0.463,0,1,0,0,9.33,9.91,3,Purdue Wisconsin,
69,1951,Big Ten,9,40,35,7,0.53,1,0,0,1,11.35,10.68,2,Illinois,
70,1950,Big Ten,9,40,38,4,0.512,1,0,0,1,10.75,10.36,3,Michigan,
71,1949,Big Ten,9,41,35,6,0.537,1,0,0,1,16.78,15.5,3,Michigan Ohio State,
72,1948,Big Ten,9,44,38,0,0.537,1,0,0,1,12.97,11.05,3,Michigan,
73,1947,Big Ten,9,44,33,5,0.567,1,0,0,1,14.17,11.48,1,Michigan,
74,1946,Big Ten,9,44,33,5,0.567,1,0,0,1,12.54,10.09,3,Illinois,
75,1945,Big Ten,9,45,34,5,0.565,0,0,0,,11.77,9.63,3,Indiana,
76,1944,Big Ten,9,44,37,3,0.542,0,0,0,,14.43,12.61,3,Ohio State,
77,1943,Big Ten,9,40,39,3,0.506,0,0,0,,12.92,12.37,3,Michigan Purdue,
78,1942,Big Ten,9,50,37,1,0.574,0,0,0,,9.41,6.37,4,Ohio State,
79,1941,Big Ten,9,37,32,3,0.535,0,0,0,,11.83,10.08,4,Minnesota,
80,1940,Big Ten,9,39,33,0,0.542,0,0,0,,14.87,12.52,3,Minnesota,
81,1939,Big Ten,10,35,36,9,0.494,0,0,0,,6.04,5.96,3,Ohio State,
82,1938,Big Ten,10,36,35,9,0.506,0,0,0,,5.15,4.72,3,Minnesota,
83,1937,Big Ten,10,38,37,4,0.506,0,0,0,,3.15,2.5,2,Minnesota,
84,1936,Big Ten,10,41,34,5,0.544,0,0,0,,7.49,5.79,2,Northwestern,
85,1935,Big Ten,10,43,33,4,0.563,0,0,0,,7.92,5.56,,Minnesota Ohio State,
86,1934,Big Ten,10,44,33,3,0.569,0,0,0,,8.15,6.22,,Minnesota,
87,1933,Big Ten,10,41,26,13,0.594,0,0,0,,12.18,8.48,,Michigan Minnesota,
88,1932,Big Ten,10,45,28,8,0.605,0,0,0,,12.12,8.26,,Michigan Purdue,
89,1931,Big Ten,10,49,36,6,0.571,0,0,0,,6.35,4.33,,Michigan Northwestern Purdue,
90,1930,Big Ten,10,46,30,7,0.596,0,0,0,,9.6,5.99,,Michigan Northwestern,
91,1929,Big Ten,10,52,28,6,0.64,0,0,0,,9.05,3.99,,Purdue,
92,1928,Big Ten,10,50,28,4,0.634,0,0,0,,8.85,3.6,,Illinois,
93,1927,Big Ten,10,48,28,4,0.625,0,0,0,,10.72,5.29,,Illinois Minnesota,
94,1926,Big Ten,10,50,28,2,0.638,0,0,0,,10.95,5.14,,Michigan Northwestern,
95,1925,Big Ten,10,46,28,6,0.613,0,0,0,,8.63,3.53,,Michigan,
96,1924,Big Ten,10,42,24,13,0.614,0,0,0,,7.5,3.16,,Chicago,
97,1923,Big Ten,10,46,27,4,0.623,0,0,0,,6.46,2.02,,Illinois Michigan,
98,1922,Big Ten,10,35,27,8,0.557,0,0,0,,6,3.86,,Chicago Iowa Michigan,
99,1921,Big Ten,10,39,29,2,0.571,0,0,0,,6.73,3.1,,Iowa,
100,1920,Big Ten,10,42,29,0,0.592,0,1,0,0,9.78,6.07,,Ohio State,
101,1919,Big Ten,10,41,27,2,0.6,0,0,0,,9.29,5.36,,Illinois,
102,1918,Big Ten,10,38,25,4,0.597,0,0,0,,7.42,2.48,,Illinois Michigan Purdue,
103,1917,Big Ten,10,48,22,4,0.676,0,0,0,,13.12,5.53,,Ohio State,
104,1916,Big Ten,9,37,22,4,0.619,0,0,0,,4.82,-0.24,,Ohio State,
105,1915,Big Ten,9,36,21,6,0.619,0,0,0,,7.69,2.61,,Illinois Minnesota,
106,1914,Big Ten,9,39,22,2,0.635,0,0,0,,9.35,3.78,,Illinois,
107,1913,Big Ten,9,36,22,5,0.611,0,0,0,,7.66,2.68,,Chicago,
108,1912,Big Ten,8,32,20,3,0.609,0,0,0,,9.27,5.16,,Wisconsin,
109,1911,Big Ten,8,33,19,4,0.625,0,0,0,,5.97,1.91,,Minnesota,
110,1910,Big Ten,8,29,19,3,0.598,0,0,0,,2.13,-1.23,,Illinois Minnesota,
111,1909,Big Ten,8,27,20,5,0.567,0,0,0,,4.26,1.26,,Minnesota,
112,1908,Big Ten,8,29,18,3,0.61,0,0,0,,5.29,1.27,,Chicago,
113,1907,Big Ten,7,17,16,3,0.514,0,0,0,,3.67,2.58,,Chicago,
114,1906,Big Ten,8,24,16,1,0.598,0,0,0,,2.56,-0.2,,Michigan Minnesota Wisconsin,
115,1905,Big Ten,9,76,14,3,0.833,0,0,0,,14.09,0.51,,Chicago,
116,1904,Big Ten,9,77,19,2,0.796,0,0,0,,12.18,0.4,,Michigan Minnesota,
117,1903,Big Ten,9,78,20,7,0.776,0,0,0,,8.12,-2.88,,Michigan Minnesota Northwestern,
118,1902,Big Ten,9,71,25,4,0.73,0,0,0,,9.3,0.7,,Michigan,
119,1901,Big Ten,9,69,21,5,0.753,1,0,0,1,10.42,-0.12,,Michigan Wisconsin,
120,1900,Big Ten,9,63,19,12,0.734,0,0,0,,7.95,-1.73,,Iowa Minnesota,
121,1899,Big Ten,7,53,22,6,0.691,0,0,0,,5.56,-0.84,,Chicago,
122,1898,Big Ten,7,53,20,2,0.72,0,0,0,,3.22,-4.8,,Michigan,
123,1897,Big Ten,7,46,15,2,0.746,0,0,0,,3.33,-5.54,,Wisconsin,
124,1896,Big Ten,7,53,11,6,0.8,0,0,0,,6.53,-4.23,,Wisconsin,
1,2019,CUSA,14,84,94,0,0.472,3,5,0,0.375,-6.85,-5.24,0,Florida Atlantic,
2,2018,CUSA,14,83,93,0,0.472,4,2,0,0.667,-7.22,-5.83,0,UAB,
3,2017,CUSA,14,85,93,0,0.478,4,5,0,0.444,-8.5,-6.7,0,Florida Atlantic,
4,2016,CUSA,13,77,88,0,0.467,4,3,0,0.571,-6.99,-5.34,0,Western Kentucky,
5,2015,CUSA,13,76,87,0,0.466,3,2,0,0.6,-8.06,-6.12,1,Western Kentucky,
6,2014,CUSA,13,81,82,0,0.497,4,1,0,0.8,-3.19,-2.91,1,Marshall,
7,2013,CUSA,14,80,96,0,0.455,3,3,0,0.5,-7.78,-5.59,0,Rice,
