Rk,Year,Conference,Schs,W,L,T,Pct,W,L,T,Pct,SRS,SOS,AP,Champion,Notes
8,2012,CUSA,12,65,86,0,0.43,4,1,0,0.8,-5.76,-3.24,0,Tulsa,
9,2011,CUSA,12,74,78,0,0.487,4,1,0,0.8,-4.39,-3.1,2,Southern Mississippi,
10,2010,CUSA,12,71,81,0,0.467,2,4,0,0.333,-5.59,-3.82,2,UCF,
11,2009,CUSA,12,70,82,0,0.461,2,4,0,0.333,-5.16,-2.91,0,East Carolina,
12,2008,CUSA,12,71,81,0,0.467,4,2,0,0.667,-4.29,-2.87,0,East Carolina,
13,2007,CUSA,12,67,85,0,0.441,2,4,0,0.333,-6.8,-4.28,0,UCF,
14,2006,CUSA,12,70,81,0,0.464,1,4,0,0.2,-3.78,-2.3,0,Houston,
15,2005,CUSA,12,67,73,0,0.479,3,3,0,0.5,-5.14,-4.13,0,Tulsa,
16,2004,CUSA,11,61,65,0,0.484,3,2,0,0.6,-2.89,-1.73,1,Louisville,
17,2003,CUSA,11,68,69,0,0.496,1,4,0,0.2,-5.08,-3.96,1,Southern Mississippi,
18,2002,CUSA,10,57,68,0,0.456,2,3,0,0.4,-4.37,-3.2,1,Cincinnati Texas Christian,
19,2001,CUSA,10,53,63,0,0.457,1,3,0,0.25,-4.22,-3.11,1,Louisville,
20,2000,CUSA,9,53,50,0,0.515,2,2,0,0.5,-1.95,-2.16,0,Louisville,
21,1999,CUSA,9,51,51,0,0.5,1,2,0,0.333,0.69,0.29,1,Southern Mississippi,
22,1998,CUSA,8,42,49,0,0.462,1,2,0,0.333,-2.58,-1.47,1,Tulane,
23,1997,CUSA,7,37,42,0,0.468,2,0,0,1,-3.12,-1.82,1,Southern Mississippi,
24,1996,CUSA,6,32,35,0,0.478,0,1,0,0,1.5,2.41,0,Houston Southern Mississippi,
1,2019,MAC,12,70,83,0,0.458,3,4,0,0.429,-7.14,-5.2,0,Miami (OH),
2,2018,MAC,12,68,84,0,0.447,1,5,0,0.167,-5.95,-3.95,0,Northern Illinois,
3,2017,MAC,12,71,80,0,0.47,1,4,0,0.2,-5.76,-4.43,0,Toledo,
4,2016,MAC,12,72,80,0,0.474,0,6,0,0,-4.97,-4.42,1,Western Michigan,
5,2015,MAC,13,77,87,0,0.47,3,4,0,0.429,-3.38,-2.39,0,Bowling Green State,
6,2014,MAC,13,73,88,0,0.453,2,3,0,0.4,-8.72,-6.78,0,Northern Illinois,
7,2013,MAC,13,73,90,0,0.448,0,5,0,0,-8.76,-5.95,0,Bowling Green State,
8,2012,MAC,13,81,84,0,0.491,2,5,0,0.286,-6.79,-5.21,1,Northern Illinois,
9,2011,MAC,13,79,84,0,0.485,4,1,0,0.8,-3.68,-3.01,0,Northern Illinois,
10,2010,MAC,13,70,92,0,0.432,2,2,0,0.5,-9.88,-7.09,0,Miami (OH),
11,2009,MAC,13,70,93,0,0.429,1,4,0,0.2,-8.86,-6.14,1,Central Michigan,
12,2008,MAC,13,75,88,0,0.46,0,5,0,0,-5.85,-4.57,0,Buffalo,
13,2007,MAC,13,67,94,0,0.416,0,3,0,0,-9.92,-6.43,0,Central Michigan,
14,2006,MAC,12,64,86,0,0.427,1,3,0,0.25,-8.96,-6.18,0,Central Michigan,
15,2005,MAC,12,63,73,0,0.463,1,1,0,0.5,-5.99,-4.39,0,Akron,
16,2004,MAC,14,69,92,0,0.429,2,3,0,0.4,-10.32,-7.6,0,Toledo,
17,2003,MAC,14,83,89,0,0.483,2,0,0,1,-6.42,-4.84,2,Miami (OH),
18,2002,MAC,14,80,91,0,0.468,1,1,0,0.5,-6.82,-5.18,1,Marshall,
19,2001,MAC,13,71,76,0,0.483,2,0,0,1,-6.63,-5.46,1,Toledo,
20,2000,MAC,13,67,79,0,0.459,1,0,0,1,-7.76,-6.05,0,Marshall,
21,1999,MAC,13,65,81,0,0.445,1,0,0,1,-11.26,-8.68,1,Marshall,
22,1998,MAC,12,62,73,0,0.459,1,0,0,1,-11.05,-8.86,0,Marshall,
23,1997,MAC,12,62,73,0,0.459,0,1,0,0,-6.3,-4.36,0,Marshall,
24,1996,MAC,10,47,65,0,0.42,0,1,0,0,-12.04,-9.3,0,Ball State,
25,1995,MAC,10,53,54,4,0.495,1,0,0,1,-8.3,-6.87,1,Toledo,
26,1994,MAC,10,49,59,3,0.455,0,1,0,0,-15.52,-13.68,0,Central Michigan,record adjusted to 50-58-3 by NCAA
27,1993,MAC,10,47,60,4,0.441,0,1,0,0,-14.43,-12.27,0,Ball State,
28,1992,MAC,10,52,56,3,0.482,1,0,0,1,-10.3,-8.96,0,Bowling Green State,
29,1991,MAC,9,46,46,8,0.5,1,0,0,1,-6.64,-5.92,0,Bowling Green State,
30,1990,MAC,9,44,50,5,0.47,0,1,0,0,-13.61,-11.97,0,Central Michigan Toledo,
31,1989,MAC,9,38,56,6,0.41,0,1,0,0,-17.65,-13.9,0,Ball State,
32,1988,MAC,9,47,48,4,0.495,0,1,0,0,-9.93,-9.36,0,Western Michigan,
33,1987,MAC,9,45,53,2,0.46,1,0,0,1,-10.95,-9.15,0,Eastern Michigan,
34,1986,MAC,9,46,53,0,0.465,0,1,0,0,-12.97,-10.9,0,Miami (OH),record adjusted to 47-52-0 by NCAA
35,1985,MAC,10,51,57,2,0.473,0,1,0,0,-11.51,-9.67,0,Bowling Green State,
36,1984,MAC,10,50,55,6,0.477,0,1,0,0,-8.86,-7.8,0,Toledo,record adjusted to 51-54-6 by NCAA
37,1983,MAC,10,57,54,0,0.514,1,0,0,1,-6,-5.58,0,Northern Illinois,
38,1982,MAC,10,50,56,4,0.473,0,1,0,0,-12.41,-11.66,0,Bowling Green State,
39,1981,MAC,10,51,58,2,0.468,1,0,0,1,-8.6,-7.57,0,Toledo,
40,1980,MAC,10,52,57,0,0.477,0,0,0,,-10.43,-9.63,0,Central Michigan,
41,1979,MAC,10,53,53,4,0.5,0,0,0,,-4.72,-5.26,0,Central Michigan,record adjusted to 54-52-4 by NCAA
42,1978,MAC,10,55,53,1,0.509,0,0,0,,-10.65,-10.64,0,Ball State,
43,1977,MAC,10,58,53,0,0.523,0,0,0,,-6.96,-7.62,0,Miami (OH),
44,1976,MAC,10,52,59,0,0.468,0,0,0,,-11.62,-10.15,0,Ball State,
45,1975,MAC,9,54,44,2,0.55,1,0,0,1,-4.76,-6.21,1,Miami (OH),
46,1974,MAC,6,38,26,2,0.591,1,0,0,1,-2.23,-5.83,1,Miami (OH),
47,1973,MAC,6,41,23,0,0.641,1,0,0,1,0.92,-2.66,1,Miami (OH),
48,1972,MAC,6,35,27,3,0.562,0,1,0,0,-6.94,-8.15,0,Kent State,
49,1971,MAC,6,40,23,0,0.635,1,0,0,1,-0.05,-5.41,1,Toledo,
50,1970,MAC,6,35,24,1,0.592,1,0,0,1,-4.05,-7.08,1,Toledo,
51,1969,MAC,7,41,29,1,0.585,1,0,0,1,-1.33,-4.66,0,Toledo,
52,1968,MAC,7,32,35,3,0.479,0,1,0,0,-7.58,-8.21,1,Ohio,
53,1967,MAC,7,36,33,0,0.522,0,0,0,,-4.53,-5.19,0,Ohio Toledo,
54,1966,MAC,7,35,33,1,0.514,0,0,0,,-4.4,-5.43,0,Miami (OH) Western Michigan,
55,1965,MAC,7,35,31,2,0.529,0,0,0,,-6.86,-7.52,0,Bowling Green State Miami (OH),
56,1964,MAC,7,35,30,3,0.537,0,0,0,,-7.14,-8.16,0,Bowling Green State,
57,1963,MAC,7,31,32,4,0.493,0,0,0,,-11.79,-11.58,0,Ohio,
58,1962,MAC,7,38,28,2,0.574,0,2,0,0,-2.22,-4.04,0,Bowling Green State,
1,2019,MWC,12,84,70,0,0.545,4,3,0,0.571,-2.55,-3.18,2,Boise State,
2,2018,MWC,12,78,74,0,0.513,3,2,0,0.6,-2.72,-3.02,3,Fresno State,
3,2017,MWC,12,73,80,0,0.477,3,3,0,0.5,-4.11,-3.15,1,Boise State,
4,2016,MWC,12,79,75,0,0.513,4,3,0,0.571,-2.97,-3.1,1,San Diego State,
5,2015,MWC,12,72,83,0,0.465,4,4,0,0.5,-5.48,-4.1,0,San Diego State,
6,2014,MWC,12,79,77,0,0.506,3,4,0,0.429,-2.95,-2.48,1,Boise State,
7,2013,MWC,12,72,80,0,0.474,3,3,0,0.5,-4.13,-2.98,0,Fresno State,
8,2012,MWC,10,59,68,0,0.465,1,4,0,0.2,-5.56,-4.67,1,Boise State Fresno State San Diego State,
9,2011,MWC,8,52,49,0,0.515,2,3,0,0.4,-3.44,-3.23,2,Texas Christian,
10,2010,MWC,9,57,57,0,0.5,4,1,0,0.8,-1.03,-0.07,1,Texas Christian,
11,2009,MWC,9,61,52,0,0.54,4,1,0,0.8,-0.26,-1.15,3,Texas Christian,
12,2008,MWC,9,64,49,0,0.566,3,2,0,0.6,-0.8,-1.85,3,Utah,
13,2007,MWC,9,60,53,0,0.531,4,1,0,0.8,0.61,-0.29,1,BYU,
14,2006,MWC,9,55,57,0,0.491,3,1,0,0.75,-1.1,-1.54,2,BYU,
15,2005,MWC,9,51,53,0,0.49,2,2,0,0.5,-1.71,-1.55,1,Texas Christian,
16,2004,MWC,8,46,45,0,0.505,2,1,0,0.667,2.7,2.4,1,Utah,
17,2003,MWC,8,52,46,0,0.531,1,2,0,0.333,1.21,0.07,1,Utah,
18,2002,MWC,8,46,55,0,0.455,0,3,0,0,-3.63,-2.17,0,Colorado State,
19,2001,MWC,8,48,46,0,0.511,2,1,0,0.667,-1.74,-1.94,1,BYU,
20,2000,MWC,8,46,48,0,0.489,3,0,0,1,-2,-1.53,1,Colorado State,
21,1999,MWC,8,50,41,0,0.549,1,2,0,0.333,1.19,-0.75,0,BYU Colorado State Utah,
1,2019,PAC-12,12,83,70,0,0.542,4,3,0,0.571,4.99,3.61,2,Oregon,
2,2018,PAC-12,12,82,71,0,0.536,3,4,0,0.429,3.53,2.16,2,Washington,
3,2017,PAC-12,12,84,71,0,0.542,1,8,0,0.111,3.92,2.41,3,USC,
4,2016,PAC-12,12,84,68,0,0.553,3,3,0,0.5,6.64,4.8,5,Washington,
5,2015,PAC-12,12,90,67,0,0.573,6,4,0,0.6,6.86,4.08,3,Stanford,
6,2014,PAC-12,12,92,64,0,0.59,6,3,0,0.667,8.41,5.41,6,Oregon,
7,2013,PAC-12,12,92,64,0,0.59,6,3,0,0.667,10.49,7.01,6,Stanford,
8,2012,PAC-12,12,84,70,0,0.545,4,4,0,0.5,6.34,4.66,3,Stanford,
9,2011,PAC-12,12,81,73,0,0.526,2,5,0,0.286,3.69,2.75,3,Oregon,
10,2010,PAC-12,10,68,57,0,0.544,2,2,0,0.5,8.44,6.52,2,Oregon,
11,2009,PAC-12,10,68,59,0,0.535,2,5,0,0.286,4.84,3.76,2,Oregon,
12,2008,PAC-12,10,64,62,0,0.508,5,0,0,1,3.62,3.35,3,USC,
13,2007,PAC-12,10,70,57,0,0.551,4,2,0,0.667,8.7,6.38,4,Arizona State USC,
14,2006,PAC-12,10,70,57,0,0.551,3,3,0,0.5,7.3,6.05,3,California USC,
15,2005,PAC-12,10,66,50,0,0.569,3,2,0,0.6,6.61,4.03,4,USC,record adjusted to 54-50-0 by NCAA
16,2004,PAC-12,10,63,53,0,0.543,3,2,0,0.6,9.17,7.36,3,USC,record adjusted to 61-53-0 by NCAA
17,2003,PAC-12,10,69,57,0,0.548,4,2,0,0.667,5.07,3.63,2,USC,
18,2002,PAC-12,10,72,55,0,0.567,2,5,0,0.286,7.74,4.78,2,USC Washington State,
19,2001,PAC-12,10,66,49,0,0.574,2,3,0,0.4,6.41,4.2,4,Oregon,
20,2000,PAC-12,10,66,50,0,0.569,3,2,0,0.6,8.35,6.51,3,Oregon Oregon State Washington,
21,1999,PAC-12,10,60,58,0,0.508,1,4,0,0.2,2.17,1.94,1,Stanford,record adjusted to 56-58-0 by NCAA
22,1998,PAC-12,10,65,52,0,0.556,1,4,0,0.2,5.82,4.64,2,UCLA,
23,1997,PAC-12,10,68,48,0,0.586,5,1,0,0.833,9.41,6.37,4,UCLA Washington State,
24,1996,PAC-12,10,62,53,0,0.539,1,3,0,0.25,5.52,3.98,2,Arizona State,
25,1995,PAC-12,10,58,54,3,0.517,1,4,0,0.2,2.41,1.92,2,USC Washington,
26,1994,PAC-12,10,59,54,2,0.522,2,2,0,0.5,5.47,4.92,4,Oregon,
27,1993,PAC-12,10,66,50,0,0.569,3,1,0,0.75,8.33,6.07,3,Arizona USC UCLA,
28,1992,PAC-12,10,63,51,3,0.551,2,4,0,0.333,8.7,6.86,3,Stanford Washington,
29,1991,PAC-12,10,60,54,0,0.526,3,1,0,0.75,7.47,6.12,4,Washington,
30,1990,PAC-12,10,58,56,2,0.509,2,3,0,0.4,5.33,5.7,2,Washington,
31,1989,PAC-12,10,59,52,4,0.53,4,0,0,1,6.53,5.57,3,USC,
32,1988,PAC-12,10,66,44,4,0.596,2,1,0,0.667,9.55,6.34,3,USC,
33,1987,PAC-12,10,55,51,8,0.518,3,1,0,0.75,5.32,4.87,3,USC UCLA,
34,1986,PAC-12,10,63,49,4,0.56,3,3,0,0.5,10.26,8.58,4,Arizona State,
35,1985,PAC-12,10,58,55,2,0.513,2,2,1,0.5,3.86,3.21,1,UCLA,
36,1984,PAC-12,10,62,51,0,0.549,3,0,0,1,4.14,2.87,3,USC,
37,1983,PAC-12,10,51,54,7,0.487,1,1,0,0.5,1.97,1.92,1,UCLA,
38,1982,PAC-12,10,62,46,5,0.571,3,0,0,1,10.74,8.16,4,UCLA,
39,1981,PAC-12,10,58,54,2,0.518,1,3,0,0.25,5.38,4.37,3,Washington,
40,1980,PAC-12,10,57,51,3,0.527,0,1,0,0,7.79,6.72,3,Washington,
41,1979,PAC-12,10,58,54,3,0.517,2,2,0,0.5,7.61,6.84,2,USC,record adjusted to 61-51-3 by NCAA
42,1978,PAC-12,10,63,49,3,0.561,3,0,1,0.875,11.19,8.82,3,USC,
43,1977,PAC-12,8,49,42,0,0.538,3,0,0,1,8.81,7.87,3,Washington,record adjusted to 48-43-0 by NCAA
44,1976,PAC-12,8,45,45,1,0.5,1,1,0,0.5,6.33,6.13,2,USC,
45,1975,PAC-12,8,44,44,2,0.5,2,0,0,1,6.61,7.01,3,California UCLA,
46,1974,PAC-12,8,40,43,6,0.483,1,0,0,1,4.43,5.16,1,USC,
47,1973,PAC-12,8,40,48,1,0.455,0,1,0,0,5.74,7.1,2,USC,
48,1972,PAC-12,8,50,39,0,0.562,1,0,0,1,10.48,8.22,3,USC,
49,1971,PAC-12,8,45,41,2,0.523,1,0,0,1,8.25,7.77,3,Stanford,
50,1970,PAC-12,8,46,40,2,0.534,1,0,0,1,12.98,11.69,2,Stanford,
51,1969,PAC-12,8,43,35,4,0.549,1,0,0,1,9.91,8.25,3,USC,
52,1968,PAC-12,8,42,34,6,0.549,0,1,0,0,6.34,4.57,2,USC,
53,1967,PAC-12,8,43,36,2,0.543,1,0,0,1,6.4,5.49,2,USC,
54,1966,PAC-12,8,43,38,0,0.531,0,1,0,0,3.88,2.62,1,USC,
55,1965,PAC-12,8,47,30,4,0.605,1,0,0,1,9.58,7.08,2,UCLA,
56,1964,PAC-12,8,43,36,2,0.543,0,1,0,0,8.8,8.35,2,Oregon State USC,
57,1963,PAC-12,6,25,34,2,0.426,0,1,0,0,5.6,7.77,0,Washington,
58,1962,PAC-12,6,33,25,3,0.566,1,0,0,1,8.12,6.28,1,USC,
59,1961,PAC-12,5,21,27,3,0.441,0,1,0,0,0.61,3.59,1,UCLA,
60,1960,PAC-12,5,23,26,2,0.471,1,0,0,1,2.66,4.43,1,Washington,
61,1959,PAC-12,5,28,22,1,0.559,1,0,0,1,8.5,6.28,2,USC UCLA Washington,
62,1958,PAC-12,9,40,48,2,0.456,0,1,0,0,1.68,2.98,1,California,
63,1957,PAC-12,9,44,44,2,0.5,0,1,0,0,5.93,5.28,0,Oregon Oregon State,
64,1956,PAC-12,9,45,41,4,0.522,0,1,0,0,7.18,6.62,2,Oregon State,
65,1955,PAC-12,9,43,41,5,0.511,0,1,0,0,7.32,6.25,3,UCLA,
66,1954,PAC-12,9,43,46,0,0.483,0,1,0,0,1.84,2.86,2,UCLA,
67,1953,PAC-12,9,39,43,6,0.477,0,1,0,0,2.9,4.43,2,UCLA,
68,1952,PAC-12,9,49,37,2,0.568,1,0,0,1,9.14,7.1,2,USC,
69,1951,PAC-12,9,47,40,2,0.539,0,1,0,0,8.58,7.03,4,Stanford,
70,1950,PAC-12,9,41,37,8,0.523,0,1,0,0,5.74,4.99,2,California,
71,1949,PAC-12,10,53,41,2,0.563,0,1,0,0,9.87,7.82,1,California,
72,1948,PAC-12,10,49,48,6,0.505,0,2,0,0,3.6,3.3,2,California Oregon,
73,1947,PAC-12,10,50,45,1,0.526,0,1,0,0,5.48,4.15,2,USC,
74,1946,PAC-12,10,46,42,4,0.522,0,1,0,0,-1.48,-1.66,1,UCLA,
75,1945,PAC-12,8,36,35,3,0.507,0,1,0,0,-6.83,-6.84,1,USC,
76,1944,PAC-12,4,20,14,4,0.579,1,0,0,1,-0.27,-3.94,1,USC,
77,1943,PAC-12,3,13,16,0,0.448,1,0,0,1,-5.29,-3.08,0,USC,
78,1942,PAC-12,10,42,49,7,0.464,0,1,0,0,-0.43,0.85,3,UCLA,
79,1941,PAC-12,10,51,42,2,0.547,1,0,0,1,10.19,8.62,2,Oregon State,
80,1940,PAC-12,10,43,43,8,0.5,1,0,0,1,5.29,5.65,2,Stanford,
81,1939,PAC-12,10,43,41,9,0.511,1,0,0,1,-0.22,0.19,2,USC UCLA,
82,1938,PAC-12,10,54,40,5,0.571,1,0,0,1,7,5.27,2,California USC,
83,1937,PAC-12,10,48,31,15,0.59,1,0,0,1,5.52,2.4,1,California,
84,1936,PAC-12,10,46,42,9,0.521,0,1,0,0,5.67,4.52,1,Washington,
85,1935,PAC-12,10,55,36,4,0.6,1,0,0,1,6.97,3.46,,Washington,
86,1934,PAC-12,10,50,40,7,0.552,0,1,0,0,3.75,1.08,,Stanford Washington,
87,1933,PAC-12,10,62,28,8,0.673,0,1,0,0,8.78,3.51,,Oregon Stanford,
88,1932,PAC-12,10,57,35,7,0.611,1,0,0,1,8.93,4.55,,USC,
89,1931,PAC-12,10,55,31,7,0.629,1,0,0,1,9.05,5.53,,USC,
90,1930,PAC-12,10,61,33,1,0.647,0,1,0,0,5.39,0.38,,Washington State,
91,1929,PAC-12,10,61,34,3,0.638,1,0,0,1,5.18,-0.15,,USC,
92,1928,PAC-12,10,63,30,7,0.665,0,1,0,0,5.63,-0.67,,USC,
93,1927,PAC-12,9,47,23,10,0.65,1,0,0,1,3.23,-1.62,,USC Stanford,
94,1926,PAC-12,9,50,25,3,0.66,0,0,1,0.5,6.4,0.53,,Stanford,
95,1925,PAC-12,9,51,28,4,0.639,0,1,0,0,2.78,-2.2,,Washington,
96,1924,PAC-12,9,49,22,10,0.667,1,1,0,0.5,7.46,1.12,,Stanford,
97,1923,PAC-12,8,46,20,7,0.678,0,0,1,0.5,5.16,-1.86,,California,
98,1922,PAC-12,8,43,22,2,0.657,1,0,0,1,2.89,-2.05,,California,
99,1921,PAC-12,6,29,12,10,0.667,0,0,1,0.5,1.48,-4.02,,California,
100,1920,PAC-12,6,24,13,3,0.638,1,0,0,1,-1.41,-5.48,,California,
101,1919,PAC-12,6,29,14,2,0.667,0,1,0,0,3.68,-3.94,,Oregon Washington,
102,1918,PAC-12,5,13,13,0,0.5,0,0,0,,-7.3,-5.26,,California,
103,1917,PAC-12,5,20,12,4,0.611,0,0,0,,-0.65,-3.74,,Washington State,
104,1916,PAC-12,4,23,9,3,0.7,1,0,0,1,5.47,-4.29,,Washington,
1,2019,SEC,14,107,73,0,0.594,8,2,0,0.8,7.97,4.19,5,LSU,
2,2018,SEC,14,113,69,0,0.621,6,6,0,0.5,10.7,5.56,6,Alabama,
3,2017,SEC,14,107,73,0,0.594,5,6,0,0.455,6.99,3.91,5,Georgia,
4,2016,SEC,14,105,76,0,0.58,6,7,0,0.462,7.17,4.11,5,Alabama,record adjusted to 100-76-0 by NCAA
5,2015,SEC,14,111,69,0,0.617,9,2,0,0.818,8.6,4.33,5,Alabama,
6,2014,SEC,14,112,69,0,0.619,7,5,0,0.583,10.8,5.8,6,Alabama,record adjusted to 104-69-0 by NCAA
7,2013,SEC,14,111,69,0,0.617,7,3,0,0.7,10.43,5.91,7,Auburn,record adjusted to 104-69-0 by NCAA
8,2012,SEC,14,111,68,0,0.62,6,3,0,0.667,10.06,5.37,7,Alabama,record adjusted to 104-68-0 by NCAA
9,2011,SEC,12,97,58,0,0.626,6,3,0,0.667,8.73,4.03,5,LSU,record adjusted to 95-58-0 by NCAA
10,2010,SEC,12,95,61,0,0.609,5,5,0,0.5,8.21,3.69,6,Auburn,record adjusted to 91-61-0 by NCAA
11,2009,SEC,12,97,59,0,0.622,6,4,0,0.6,10.35,5.37,4,Alabama,
12,2008,SEC,12,92,62,0,0.597,6,2,0,0.75,6.83,3.31,4,Florida,
13,2007,SEC,12,96,59,0,0.619,7,2,0,0.778,9.78,5.3,5,LSU,record adjusted to 91-59-0 by NCAA
14,2006,SEC,12,96,59,0,0.619,6,3,0,0.667,9.02,4.92,6,Florida,record adjusted to 90-59-0 by NCAA
15,2005,SEC,12,79,61,0,0.564,3,3,0,0.5,4.61,2.46,5,Georgia,record adjusted to 69-61-0 by NCAA
16,2004,SEC,12,77,63,0,0.55,3,3,0,0.5,4.85,2.8,4,Auburn,
17,2003,SEC,12,86,68,0,0.558,5,2,0,0.714,7.1,4.54,5,LSU,
18,2002,SEC,12,89,65,0,0.578,3,4,0,0.429,6.32,3.58,3,Georgia,
19,2001,SEC,12,83,59,0,0.585,5,3,0,0.625,8.57,5.48,5,LSU,
20,2000,SEC,12,80,63,0,0.559,4,5,0,0.444,5.32,3.04,6,Florida,
21,1999,SEC,12,81,61,0,0.57,4,4,0,0.5,7.71,5.22,7,Alabama,
22,1998,SEC,12,80,62,0,0.563,4,4,0,0.5,5.52,3.62,4,Tennessee,
23,1997,SEC,12,86,54,0,0.614,5,1,0,0.833,10.68,7.43,6,Tennessee,
24,1996,SEC,12,81,58,0,0.583,5,0,0,1,6.04,3.7,5,Florida,
25,1995,SEC,12,79,59,2,0.571,2,4,0,0.333,5.86,3.49,4,Florida,
26,1994,SEC,12,78,58,3,0.572,3,2,0,0.6,6.98,4.14,5,Florida,
27,1993,SEC,12,77,56,5,0.576,2,2,0,0.5,6.13,2.93,4,Florida,record adjusted to 75-60-3 by NCAA
28,1992,SEC,12,80,58,2,0.579,5,1,0,0.833,4.96,2.88,6,Alabama,
29,1991,SEC,10,69,46,0,0.6,2,3,0,0.4,5.74,2.7,4,Florida,
30,1990,SEC,10,61,51,3,0.543,2,2,0,0.5,1.89,1.25,4,Tennessee,
31,1989,SEC,10,68,48,0,0.586,3,3,0,0.5,7.17,4.19,3,Alabama Auburn Tennessee,
32,1988,SEC,10,62,53,0,0.539,3,2,0,0.6,4.52,2.91,4,Auburn LSU,
33,1987,SEC,10,67,46,4,0.59,3,2,1,0.583,8.47,5.13,4,Auburn,
34,1986,SEC,10,70,45,2,0.607,4,2,0,0.667,6.26,2.46,3,LSU,
